Company Name,Company Description,Email,Phone,LinkedIn,Twitter,Facebook,Website URL
"Live Cricket Score  Schedule  Latest News  Stats & Videos   Cricbuzz.com","Get Live Cricket Scores  Scorecard  Schedules of International and Domestic cricket matches along with Latest News  Videos and ICC Cricket Rankings of Players on Cricbuzz.","Not Available","Not Available","Not Available","https://twitter.com/cricbuzz","https://www.facebook.com/cricbuzz","https://www.cricbuzz.com/"
